page,rubric,sub_rubric,complete_rubric,remedy,grade
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",arn,2
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",Ars,3
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",atro,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",bapt,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",bar-c,2
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",bell,2
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",calc,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",caps,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",carb-v,2
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",cham,2
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",chin-a,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",chin-s,2
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",chin,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",cina,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",con,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",cub,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",ferr-ac,2
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",ferr-p,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",ferr,2
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",gels,2
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",hyper,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",ip,2
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",kali-ar,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",lachn,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",lyc,2
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",mag-c,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",mag-m,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",merc-c,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",mosch,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",mur-ac,2
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",op,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",plan,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",Puls,3
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",rheum,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",Rhus-t,3
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",rhus-v,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",sabin,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",sec,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",spong,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",staph,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",stram,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",sulph,2
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",thuj,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the",valer,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the, after","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the, after",Ph-ac,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the, after","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the, after",puls,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, heat, during the, after","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, heat, during the, after",sep,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, internal","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, internal",Acon,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, internal","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, internal",agar,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, internal","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, internal",Ars,3
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, internal","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, internal",atro,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, internal","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, internal",carb-an,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, internal","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, internal",carl,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, internal","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, internal",chel,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, internal","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, internal",dros,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, internal","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, internal",eupi,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, internal","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, internal",gins,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, internal","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, internal",lob,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, internal","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, internal",lyc,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, internal","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, internal",mag-c,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, internal","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, internal",mag-m,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, internal","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, internal",mag-s,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, internal","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, internal",meph,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, internal","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, internal",nat-m,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, internal","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, internal",op,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, internal","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, internal",par,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, internal","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, internal",ph-ac,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, internal","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, internal",phos,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, internal","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, internal",plb,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, internal","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, internal",ran-b,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, internal","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, internal",rheum,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, internal","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, internal",Rhus-t,3
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, internal","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, internal",sep,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, internal","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, internal",Sil,3
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, internal, morning, on waking","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, internal, morning, on waking",Sep,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, internal, evening, in bed","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, internal, evening, in bed",Eupi,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, internal, night, on waking, with headache","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, internal, night, on waking, with headache",Par,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, internal, as if would beat about herself with hands and feet","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, internal, as if would beat about herself with hands and feet",Lyc,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, lying, while","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, lying, while",Aur,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, lying, while","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, lying, while",cit-v,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, lying, while","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, lying, while",mag-m,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, lying, while","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, lying, while",nux-v,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, lying, while, on back agg., on side amel","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, lying, while, on back agg., on side amel",Calc-p,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before",Acon,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before",coloc,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before",con,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before",kali-c,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before",kreos,2
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before",lyc,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before",mag-aust,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before",mag-c,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before",mang,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before",nux-v,2
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before",puls,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before",Sulph,3
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, during",Acon,2
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, during",am-c,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, during",ant-t,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, during",apis,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, during",ars,2
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, during",bell,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, during",bor,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, during",calc,2
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, during",cham,2
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, during",cocc,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, during",coff,2
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, during",croc,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, during",cycl,2
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, during",gels,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, during",hyos,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, during",ign,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, during",ip,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, during",kali-ar,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, during",kali-c,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, during",kali-p,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, during",kali-s,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, during",mag-m,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, during",merc,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, during",nat-c,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, during",nit-ac,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, during",nux-v,2
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, during",op,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, during",phos,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, during",plat,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, during",puls,2
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, during",rhus-t,2
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, during",sec,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, during",sep,2
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, during",stram,2
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, during",sulph,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, during",tarent,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, during",thuj,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, during",vib,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, after","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, after",Mag-c,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, suppressed, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, suppressed, during",Ars,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, suppressed, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, suppressed, during",cimic,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, suppressed, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, suppressed, during",kali-c,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, suppressed, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, suppressed, during",nicc,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, suppressed, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, suppressed, during",nux-v,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, suppressed, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, suppressed, during",rhus-t,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, suppressed, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, suppressed, during",sep,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, menses, before, suppressed, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, menses, before, suppressed, during",zinc,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, mental labor, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, mental labor, during",Bor,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, mental labor, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, mental labor, during",fago,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, mental labor, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, mental labor, during",Ind,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, mental labor, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, mental labor, during",kali-p,2
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, mental labor, during, amel","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, mental labor, during, amel",Nat-c,2
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, metrorrhagia, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, metrorrhagia, during",Acon,2
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, metrorrhagia, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, metrorrhagia, during",apis,2
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, metrorrhagia, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, metrorrhagia, during",cham,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, metrorrhagia, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, metrorrhagia, during",hyos,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, metrorrhagia, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, metrorrhagia, during",stram,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, music, from","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, music, from",Nat-c,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, music, from","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, music, from",tarent,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, pacing back and forwards","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, pacing back and forwards",Plan,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, paroxysms, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, paroxysms, during",Plb,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, periodical","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, periodical",Ars,2
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, periodical, every third day","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, periodical, every third day",Anac,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, perspiration, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, perspiration, during",Bry,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, perspiration, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, perspiration, during",graph,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, perspiration, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, perspiration, during",lachn,1
74,"RESTLESSNESS, nervousness","RESTLESSNESS, coition, after, perspiration, during","Mind, RESTLESSNESS, nervousness, RESTLESSNESS, coition, after, perspiration, during",samb,1
